bench,tray,expect_layer,sorted_Elayer,actural_layer,plots,innoculator,jars,harvest_time,lines,reps,number
1,31,61,1,1,4118,4,3,9,533,7,25
1,37,74,2,1,5004,4,8,8,533,9,20
2,64,128,2,1,8665,3,19,2,533,15,7
2,66,131,1,1,8864,3,21,6,533,17,23
2,70,140,2,1,9465,3,22,3,533,18,3
2,75,149,1,1,10107,3,24,3,533,19,13
2,74,147,1,2,9937,3,24,5,534,18,5
1,2,3,1,1,141,1,1,1,535,1,1
1,12,23,1,1,1534,1,3,5,535,2,6
1,16,32,2,1,2041,2,3,3,535,4,6
1,25,49,1,1,3309,4,3,9,535,5,5
1,28,55,1,2,3720,1,6,2,535,6,8
1,29,57,1,1,3870,1,3,9,535,7,12
1,35,69,1,2,4648,4,7,10,535,8,7
1,42,83,1,1,5584,4,20,2,535,10,3
2,44,87,1,1,5895,4,10,2,535,11,11
2,59,117,1,1,7946,5,5,9,535,14,7
2,62,123,1,1,8338,5,19,2,535,15,5
2,70,139,1,1,9406,3,22,3,535,17,10
2,71,141,1,1,9544,3,22,3,535,18,2
2,78,155,1,1,10491,2,26,2,535,19,4
1,36,72,2,1,20123,4,8,8,535,30,2
1,38,75,1,1,5086,4,8,8,536,8,13
1,1,1,1,1,21,1,1,1,537,1,8
1,8,16,2,2,1000,2,2,1,537,2,18
1,11,22,2,1,1435,2,9,4,537,4,12
1,23,45,1,1,3065,1,5,8,537,5,7
1,31,61,1,1,4114,4,3,9,537,7,7
1,39,77,1,1,5240,4,8,11,537,9,16
1,40,79,1,1,5380,4,9,5,537,10,20
2,55,110,2,1,7462,6,15,5,537,15,12
2,62,123,1,1,8345,5,19,2,537,17,7
2,76,151,1,1,10224,3,24,3,537,20,5
1,29,57,1,1,3860,1,3,9,538,8,5
2,80,159,1,1,10794,2,27,3,538,18,10
1,4,7,1,1,445,1,20,2,539,1,5
1,6,11,1,1,696,1,1,3,539,2,11
1,7,13,1,1,837,1,2,1,539,3,4
1,9,17,1,1,1152,1,2,3,539,4,16
1,14,28,2,1,1863,1,3,3,539,6,7
1,19,37,1,1,2494,2,4,6,539,8,19
2,55,109,1,1,7416,6,15,5,539,13,9
2,57,113,1,1,7650,6,7,12,539,14,7
2,69,137,1,1,9308,3,14,13,539,15,2
2,74,148,2,1,10060,3,24,5,539,16,8
1,13,25,1,1,1670,2,3,5,540,4,14
1,31,62,2,1,4083,4,3,9,540,8,4
2,81,161,1,1,10931,3,27,3,540,19,2
1,20,39,1,1,2659,1,9,7,541,4,6
1,31,61,1,1,4130,4,3,9,541,6,9
1,32,63,1,1,4251,2,7,10,541,7,5
1,35,70,2,1,4625,4,7,10,541,8,10
2,45,89,1,1,6050,2,5,9,541,11,8
2,63,125,1,1,8478,2,19,2,541,16,2
1,14,27,1,1,1822,1,3,3,542,1,1
1,15,29,1,1,1968,1,3,3,542,2,5
1,20,39,1,1,2618,1,9,7,542,4,9
1,22,43,1,1,2932,1,5,8,542,5,6
1,28,55,1,1,3682,1,6,2,542,7,10
1,34,67,1,1,4546,4,7,10,542,8,6
2,45,89,1,2,6046,2,5,9,542,11,3
2,59,117,1,1,7899,5,5,9,542,13,20
2,65,129,1,1,8744,3,19,2,542,14,1
2,84,167,1,1,11352,3,20,2,542,20,2
1,29,57,1,1,3817,1,3,9,544,7,5
1,42,83,1,1,5651,4,20,2,544,10,7
2,46,91,1,2,6182,2,5,9,544,13,8
2,59,117,1,1,7895,5,5,9,544,15,4
2,78,155,1,1,10534,2,26,2,544,18,3
2,80,159,1,1,10756,2,27,3,544,20,1
1,36,72,2,1,20124,4,8,8,544,30,7
1,2,3,1,1,146,1,1,1,545,1,3
1,17,33,1,1,2189,1,9,4,545,3,16
1,19,37,1,2,2449,2,4,6,545,4,10
1,21,41,1,1,2729,1,9,7,545,5,16
1,33,66,2,1,4397,4,7,10,545,9,17
2,54,107,1,1,7211,6,14,6,545,14,14
2,62,123,1,1,8312,5,19,2,545,17,13
