bench,tray,expect_layer,sorted_Elayer,actural_layer,plots,innoculator,jars,harvest_time,lines,reps,number
2,49,97,1,2,6580,6,12,6,274,13,11
2,61,122,2,1,8176,3,18,6,274,16,12
2,62,123,1,2,8335,5,19,2,274,17,18
2,74,147,1,2,9950,3,24,5,274,19,10
2,83,165,1,1,11199,3,20,2,274,21,8
1,9,18,2,2,1099,1,2,3,275,3,7
1,12,24,2,1,1619,1,3,5,275,4,4
1,23,46,2,1,3118,1,5,8,275,6,4
1,26,51,1,1,3447,5,6,2,275,7,4
1,38,75,1,1,5064,4,8,8,275,9,5
2,43,85,1,2,5774,4,10,2,275,11,27
2,44,87,1,1,5886,4,10,2,275,12,2
2,69,137,1,1,9271,3,14,13,275,18,2
2,73,146,2,1,9869,3,23,8,275,19,1
1,6,12,2,2,743,1,1,3,276,1,9
1,8,15,1,1,991,2,2,1,276,2,7
1,25,50,2,2,3350,4,3,9,276,6,10
1,26,51,1,1,3403,5,6,2,276,7,5
1,32,63,1,2,4270,2,7,10,276,8,1
1,34,67,1,1,4545,4,7,10,276,9,8
1,42,83,1,1,5612,4,20,2,276,10,3
2,44,87,1,1,5868,4,10,2,276,11,3
2,60,119,1,1,8081,5,18,6,276,14,10
2,62,124,2,2,8383,5,19,2,276,15,3
2,64,127,1,1,8577,3,19,2,276,16,4
2,66,131,1,1,8888,3,21,6,276,17,5
2,69,137,1,1,9274,3,14,13,276,19,8
2,71,142,2,1,9619,3,22,3,276,20,2
2,75,150,2,1,10197,3,24,3,276,21,1
1,5,10,2,2,646,1,1,3,277,2,3
1,14,27,1,1,1829,1,3,3,277,5,10
1,17,34,2,1,2270,1,9,4,277,6,21
1,37,73,1,2,4903,4,8,8,277,9,24
1,39,77,1,1,5196,4,8,11,277,10,31
2,62,124,2,1,8381,5,19,2,277,14,3
2,74,148,2,2,10044,3,24,5,277,16,3
2,76,151,1,2,10241,3,24,3,277,18,15
2,77,153,1,2,10381,2,24,3,277,19,6
2,79,157,1,1,10630,2,26,2,277,20,3
2,82,163,1,2,11069,3,27,3,277,21,8
1,4,7,1,1,443,1,20,2,278,1,16
1,6,11,1,1,735,1,1,3,278,2,16
1,30,59,1,2,3966,5,7,5,278,8,6
1,32,64,2,1,4328,2,7,10,278,9,12
1,40,80,2,2,5387,4,9,5,278,11,37
2,45,90,2,2,6074,2,5,9,278,12,4
2,48,96,2,2,6522,6,10,9,278,14,17
2,57,113,1,1,7641,6,7,12,278,16,9
2,64,127,1,2,8572,3,19,2,278,18,11
2,80,159,1,2,10798,2,27,3,278,21,20
1,15,30,2,1,2029,1,3,3,280,3,12
1,16,31,1,1,2116,2,3,3,280,4,11
1,21,41,1,1,2776,1,9,7,280,5,2
1,26,51,1,2,3470,5,6,2,280,6,3
1,28,56,2,1,3770,1,6,2,280,7,9
1,33,65,1,1,4399,4,7,10,280,9,16
2,44,87,1,2,5859,4,10,2,280,12,5
2,45,89,1,1,6023,2,5,9,280,13,9
2,52,103,1,2,6989,6,13,6,280,14,9
2,55,109,1,2,7347,6,15,5,280,15,1
2,58,116,2,1,7856,5,17,6,280,16,9
2,60,119,1,1,8088,5,18,6,280,17,10
2,66,132,2,1,8932,3,21,6,280,18,1
2,67,133,1,1,9023,3,21,6,280,19,15
1,1,1,1,1,12,1,1,1,281,1,7
1,8,15,1,2,992,2,2,1,281,4,21
1,29,57,1,1,3840,1,3,9,281,8,36
1,34,67,1,1,4506,4,7,10,281,9,7
2,55,109,1,2,7351,6,15,5,281,14,26
2,68,136,2,1,9191,3,22,5,281,18,2
1,14,27,1,1,1813,1,3,3,282,5,14
1,16,32,2,1,2140,2,3,3,282,6,15
1,27,54,2,2,3666,4,6,2,282,8,6
1,29,58,2,1,3910,1,3,9,282,9,6
1,41,82,2,1,5548,4,3,9,282,11,8
2,46,92,2,2,6208,2,5,9,282,13,8
2,52,104,2,2,6951,6,13,6,282,15,3
2,60,119,1,2,8053,5,18,6,282,17,9
2,71,141,1,1,9555,3,22,3,282,18,9
1,5,9,1,1,572,1,1,3,283,2,11
1,8,16,2,1,1016,2,2,1,283,3,11
1,14,28,2,1,1898,1,3,3,283,4,1
1,39,77,1,1,5224,4,8,11,283,10,17
2,47,93,1,2,6291,2,10,9,283,12,13
2,66,131,1,1,8904,3,21,6,283,15,15
2,75,149,1,1,10086,3,24,3,283,18,13
2,81,162,2,1,10984,3,27,3,283,20,3
2,84,167,1,1,11336,3,20,2,283,21,4
1,2,3,1,2,138,1,1,1,284,1,4
1,7,13,1,1,834,1,2,1,284,3,6
1,11,22,2,1,1493,2,9,4,284,4,6
1,24,48,2,1,3257,3,5,8,284,6,5
2,68,135,1,2,9168,3,22,5,284,15,4
2,73,146,2,1,9904,3,23,8,284,17,1
1,11,21,1,1,1416,2,9,4,285,2,33
1,14,27,1,2,1834,1,3,3,285,3,19
1,16,32,2,2,2170,2,3,3,285,5,14
1,20,40,2,1,2671,1,9,7,285,6,10
1,22,44,2,2,2949,1,5,8,285,7,10
1,31,62,2,1,4205,4,3,9,285,8,11
1,39,77,1,1,5173,4,8,11,285,10,32
2,55,109,1,1,7402,6,15,5,285,15,37
2,60,120,2,1,8142,5,18,6,285,16,13
2,69,137,1,1,9295,3,14,13,285,18,18
2,71,141,1,2,9528,3,22,3,285,19,9
2,83,166,2,1,11237,3,20,2,285,21,3
1,16,31,1,1,2049,2,3,3,286,4,11
1,18,36,2,1,2414,2,4,6,286,5,13
1,24,47,1,2,3179,3,5,8,286,7,9
1,39,77,1,1,5172,4,8,11,286,10,16
2,53,105,1,2,7100,6,14,6,286,13,26
2,63,125,1,1,8476,2,19,2,286,18,16
1,4,7,1,1,474,1,20,2,287,3,7
1,17,33,1,1,2217,1,9,4,287,6,13
1,33,66,2,1,4460,4,7,10,287,9,5
2,43,85,1,2,5722,4,10,2,287,12,21
2,60,119,1,2,8077,5,18,6,287,16,8
2,84,168,2,2,11378,3,20,2,287,21,2
1,10,19,1,2,1227,1,2,3,288,2,14
1,15,29,1,1,1912,1,3,3,288,3,7
1,17,34,2,1,2242,1,9,4,288,5,2
1,22,43,1,1,2883,1,5,8,288,6,16
1,24,47,1,1,3200,3,5,8,288,7,4
1,29,57,1,1,3868,1,3,9,288,9,20
2,52,104,2,2,7017,6,13,6,288,13,19
2,57,114,2,2,7741,6,7,12,288,15,5
1,5,10,2,1,648,1,1,3,290,1,1
1,10,20,2,1,1342,1,2,3,290,3,1
1,15,29,1,1,1961,1,3,3,290,4,12
1,29,57,1,1,3841,1,3,9,290,9,4
2,76,151,1,1,10238,3,24,3,290,20,6
2,81,162,2,1,10962,3,27,3,290,21,1
1,5,9,1,2,602,1,1,3,291,3,17
1,31,62,2,2,4082,4,3,9,291,7,9
1,32,64,2,1,4333,2,7,10,291,8,15
2,55,110,2,1,7460,6,15,5,291,14,15
2,57,113,1,2,7639,6,7,12,291,15,28
2,67,134,2,1,9077,3,21,6,291,16,8
2,69,138,2,1,9345,3,14,13,291,17,12
2,82,163,1,2,11066,3,27,3,291,21,22
1,24,48,2,1,3262,3,5,8,292,4,8
1,32,63,1,1,4237,2,7,10,292,5,10
1,39,78,2,1,5298,4,8,11,292,9,11
1,40,80,2,2,5410,4,9,5,292,10,19
2,47,93,1,1,6271,2,10,9,292,13,19
2,52,103,1,2,6982,6,13,6,292,15,12
2,60,119,1,1,8054,5,18,6,292,16,13
2,78,155,1,2,10503,2,26,2,292,20,9
1,5,9,1,1,565,1,1,3,293,1,9
1,12,24,2,2,1590,1,3,5,293,3,2
1,14,27,1,2,1832,1,3,3,293,4,11
1,30,60,2,2,4040,5,7,5,293,8,4
1,33,65,1,2,4403,4,7,10,293,9,10
1,42,84,2,1,5710,4,20,2,293,11,6
2,54,108,2,1,7331,6,14,6,293,14,13
2,71,141,1,1,9540,3,22,3,293,17,1
2,72,143,1,1,9673,3,23,8,293,18,7
2,78,155,1,1,10512,2,26,2,293,19,7
2,84,167,1,1,11339,3,20,2,293,21,3
1,5,10,2,2,561,1,1,3,294,1,5
1,17,34,2,1,2281,1,9,4,294,4,2
1,23,46,2,1,3069,1,5,8,294,5,4
1,28,56,2,2,3780,1,6,2,294,6,1
1,42,84,2,1,5690,4,20,2,294,10,4
2,49,97,1,1,6577,6,12,6,294,13,23
2,53,105,1,1,7133,6,14,6,294,14,28
2,60,119,1,2,8057,5,18,6,294,17,11
2,61,122,2,2,8247,3,18,6,294,18,1
2,63,125,1,1,8485,2,19,2,294,19,6
1,7,13,1,1,851,1,2,1,295,1,25
1,12,24,2,2,1606,1,3,5,295,2,9
1,22,43,1,1,2863,1,5,8,295,4,14
1,24,47,1,1,3173,3,5,8,295,5,16
1,26,51,1,2,3444,5,6,2,295,6,21
2,53,106,2,1,7200,6,14,6,295,12,6
2,66,132,2,2,8934,3,21,6,295,16,11
2,70,139,1,1,9459,3,22,3,295,17,2
2,76,151,1,2,10271,3,24,3,295,20,20
1,37,74,2,1,5015,4,8,8,296,9,4
1,40,80,2,2,5363,4,9,5,296,10,5
2,49,98,2,2,6605,6,12,6,296,12,8
2,62,124,2,1,8348,5,19,2,296,15,2
1,19,37,1,1,2473,2,4,6,298,6,5
1,29,57,1,1,3851,1,3,9,298,8,13
2,73,146,2,1,9911,3,23,8,298,18,2
1,1,2,2,1,122,1,1,1,299,1,10
1,19,37,1,1,2487,2,4,6,299,4,4
1,23,46,2,1,3123,1,5,8,299,6,6
1,28,56,2,2,3771,1,6,2,299,7,17
1,31,61,1,2,4146,4,3,9,299,9,12
2,47,93,1,1,6307,2,10,9,299,14,9
2,64,127,1,1,8617,3,19,2,299,17,11
1,28,55,1,2,3673,1,6,2,300,4,10
1,31,62,2,1,4174,4,3,9,300,5,2
1,34,67,1,1,4511,4,7,10,300,7,8
1,2,4,2,1,217,1,1,1,301,1,4
1,8,16,2,2,1058,2,2,1,301,2,4
1,21,41,1,2,2733,1,9,7,301,5,7
1,37,74,2,1,4975,4,8,8,301,10,9
2,52,103,1,2,7007,6,13,6,301,13,16
2,55,110,2,1,7353,6,15,5,301,14,19
2,78,155,1,2,10531,2,26,2,301,20,2
1,14,27,1,2,1779,1,3,3,302,4,10
1,31,61,1,1,4084,4,3,9,302,7,10
1,41,81,1,1,5448,4,3,9,302,11,8
2,49,97,1,1,6552,6,12,6,302,12,4
2,68,136,2,1,9228,3,22,5,302,15,3
2,76,151,1,2,10202,3,24,3,302,16,5
2,78,156,2,1,10605,2,26,2,302,18,1
2,81,161,1,1,10913,3,27,3,302,21,1
1,6,11,1,1,690,1,1,3,303,1,11
1,7,14,2,1,943,1,2,1,303,2,4
1,42,84,2,2,5683,4,20,2,303,11,3
2,60,120,2,2,8116,5,18,6,303,17,3
2,79,158,2,1,10732,2,26,2,303,19,2
1,4,8,2,2,511,1,20,2,304,2,2
1,17,33,1,1,2199,1,9,4,304,5,12
1,18,35,1,1,2368,2,4,6,304,6,9
1,41,82,2,2,5530,4,3,9,304,9,4
2,71,141,1,2,9524,3,22,3,304,18,6
2,76,152,2,2,10304,3,24,3,304,20,1
2,82,163,1,2,11033,3,27,3,304,21,8
1,40,79,1,1,5370,4,9,5,305,10,9
2,48,95,1,1,6403,6,10,9,305,11,11
1,22,43,1,1,2902,1,5,8,306,4,6
1,32,63,1,2,4241,2,7,10,306,6,17
1,41,81,1,1,5501,4,3,9,306,9,6
2,50,100,2,2,6751,6,12,6,306,12,10
2,64,127,1,2,8638,3,19,2,306,16,23
2,72,143,1,2,9695,3,23,8,306,18,7
1,4,7,1,1,468,1,20,2,307,3,7
1,11,21,1,2,1404,2,9,4,307,5,4
1,29,58,2,1,3934,1,3,9,307,7,7
1,42,84,2,1,5663,4,20,2,307,11,7
2,66,132,2,1,8894,3,21,6,307,15,1
2,70,139,1,2,9394,3,22,3,308,19,4
1,21,42,2,1,20080,1,9,7,308,30,3
1,27,54,2,1,3614,4,6,2,310,5,10
1,34,68,2,1,4575,4,7,10,310,6,15
1,6,12,2,1,793,1,1,3,311,3,2
1,11,21,1,1,1436,2,9,4,311,4,9
1,12,23,1,1,1523,1,3,5,311,5,11
1,13,26,2,2,1764,2,3,5,311,6,3
1,23,46,2,2,3127,1,5,8,311,8,4
1,28,55,1,2,3729,1,6,2,311,10,16
2,44,88,2,1,5983,4,10,2,311,11,9
2,54,108,2,2,7286,6,14,6,311,15,12
2,55,109,1,1,7372,6,15,5,311,16,11
2,72,144,2,1,9784,3,23,8,311,19,10
2,76,152,2,1,10280,3,24,3,311,20,2
1,25,50,2,2,3347,4,3,9,314,5,5
1,30,60,2,1,4080,5,7,5,314,6,6
1,42,84,2,2,5577,4,20,2,314,10,6
2,46,91,1,1,6164,2,5,9,314,12,11
2,69,138,2,1,9296,3,14,13,314,15,9
2,70,140,2,2,9442,3,22,3,314,16,7
2,75,150,2,2,10146,3,24,3,314,18,3
2,79,158,2,2,10708,2,26,2,314,19,2
2,81,161,1,2,10943,3,27,3,314,20,9
1,2,4,2,1,219,1,1,1,315,1,7
1,7,13,1,2,872,1,2,1,315,2,12
1,8,15,1,1,967,2,2,1,315,3,8
1,29,57,1,2,3872,1,3,9,315,8,3
1,38,75,1,1,5050,4,8,8,315,10,8
1,41,82,2,2,5546,4,3,9,315,11,12
2,66,131,1,1,8881,3,21,6,315,17,11
2,67,133,1,1,9006,3,21,6,315,18,11
1,8,16,2,2,1077,2,2,1,317,1,4
1,10,20,2,2,1339,1,2,3,317,2,4
1,11,21,1,2,1375,2,9,4,317,3,17
1,27,54,2,1,3651,4,6,2,317,6,9
1,42,83,1,1,5601,4,20,2,317,10,21
2,54,107,1,1,7267,6,14,6,317,12,21
2,66,131,1,2,8878,3,21,6,317,15,1
2,75,149,1,1,10094,3,24,3,317,18,22
2,79,158,2,1,10733,2,26,2,317,21,2
1,2,3,1,1,203,1,1,1,318,1,11
1,7,14,2,1,910,1,2,1,318,3,3
1,10,19,1,1,1274,1,2,3,318,4,2
1,13,25,1,1,1679,2,3,5,318,6,1
2,58,116,2,1,7833,5,17,6,318,15,12
2,69,137,1,1,9280,3,14,13,318,18,11
2,78,155,1,2,10530,2,26,2,318,20,18
1,4,8,2,1,504,1,20,2,319,1,1
1,12,24,2,1,1598,1,3,5,319,3,1
1,20,39,1,2,2623,1,9,7,319,6,10
2,77,154,2,2,10456,2,24,3,319,19,1
1,10,19,1,1,1280,1,2,3,321,1,11
1,12,24,2,2,1580,1,3,5,321,2,4
1,16,31,1,2,2092,2,3,3,321,3,2
1,17,34,2,2,2286,1,9,4,321,4,7
1,20,40,2,1,2682,1,9,7,321,6,3
1,22,44,2,1,2860,1,5,8,321,8,7
1,37,74,2,2,4992,4,8,8,321,11,7
2,43,86,2,2,5792,4,10,2,321,12,13
2,49,97,1,2,6551,6,12,6,321,13,29
2,61,122,2,2,8289,3,18,6,321,16,25
2,65,129,1,2,8707,3,19,2,321,18,14
2,71,142,2,1,9633,3,22,3,321,19,2
2,75,149,1,2,10102,3,24,3,321,21,13
1,5,10,2,1,657,1,1,3,322,2,11
1,10,20,2,1,1290,1,2,3,322,3,6
1,15,30,2,1,1986,1,3,3,322,5,10
1,17,33,1,2,2198,1,9,4,322,6,20
2,56,111,1,2,7523,6,16,6,322,13,24
2,67,134,2,2,9088,3,21,6,322,14,9
2,76,151,1,1,10272,3,24,3,322,18,12
1,5,9,1,1,619,1,1,3,323,2,16
1,11,21,1,2,1409,2,9,4,323,4,7
1,12,24,2,1,1587,1,3,5,323,5,6
1,15,29,1,2,1922,1,3,3,323,7,16
1,27,53,1,1,3588,4,6,2,323,9,9
1,41,82,2,1,5507,4,3,9,323,11,23
2,52,103,1,1,6999,6,13,6,323,14,24
1,3,6,2,1,397,1,1,1,325,1,2
1,8,15,1,2,955,2,2,1,325,2,11
1,14,27,1,1,1825,1,3,3,325,4,4
1,24,48,2,1,3205,3,5,8,325,5,7
1,28,56,2,2,3794,1,6,2,325,6,2
1,29,57,1,1,3855,1,3,9,325,7,7
2,56,111,1,2,7550,6,16,6,325,14,8
2,62,123,1,2,8351,5,19,2,325,15,5
2,76,152,2,1,10334,3,24,3,325,18,5
2,78,155,1,2,10546,2,26,2,325,19,9
2,79,157,1,2,10669,2,26,2,325,20,10
1,36,71,1,1,20082,4,8,8,325,30,14
1,9,18,2,2,1204,1,2,3,326,2,4
1,17,33,1,1,2250,1,9,4,326,3,7
2,47,93,1,1,6320,2,10,9,326,12,5
2,82,163,1,2,11043,3,27,3,326,21,13
1,7,13,1,2,845,1,2,1,327,1,1
1,15,29,1,1,1942,1,3,3,327,2,2
1,18,36,2,2,2424,2,4,6,327,4,6
1,20,40,2,2,2602,1,9,7,327,6,3
1,32,64,2,2,4351,2,7,10,327,10,5
2,49,97,1,1,6579,6,12,6,327,12,16
1,9,18,2,1,1184,1,2,3,328,2,6
1,13,26,2,1,1726,2,3,5,328,3,7
1,18,35,1,1,2382,2,4,6,328,4,11
1,19,38,2,1,2561,2,4,6,328,5,5
1,30,59,1,2,3956,5,7,5,328,8,7
1,39,78,2,1,5291,4,8,11,328,10,4
2,44,87,1,1,5870,4,10,2,328,11,29
2,54,107,1,1,7231,6,14,6,328,12,18
2,55,109,1,1,7413,6,15,5,328,13,21
2,57,114,2,1,7735,6,7,12,328,14,4
2,81,161,1,2,10901,3,27,3,328,20,16
1,3,6,2,1,364,1,1,1,329,1,1
1,5,10,2,1,652,1,1,3,329,2,7
1,11,21,1,1,1363,2,9,4,329,3,26
1,27,53,1,2,3603,4,6,2,329,6,27
1,33,66,2,1,4442,4,7,10,329,7,10
2,57,113,1,1,7617,6,7,12,329,14,14
2,63,125,1,2,8467,2,19,2,329,16,15
2,67,134,2,1,9054,3,21,6,329,17,9
2,77,153,1,1,10352,2,24,3,329,20,2
1,6,11,1,2,714,1,1,3,330,1,10
1,16,31,1,2,2094,2,3,3,330,6,5
1,24,48,2,1,3229,3,5,8,330,8,10
1,25,50,2,1,3346,4,3,9,330,9,4
2,44,87,1,2,5874,4,10,2,330,12,11
2,46,91,1,1,6128,2,5,9,330,13,19
2,56,111,1,1,7515,6,16,6,330,16,9
2,63,126,2,2,8545,2,19,2,330,17,2
2,64,128,2,1,8648,3,19,2,330,18,7
2,83,165,1,2,11221,3,20,2,330,21,5
1,2,3,1,1,185,1,1,1,331,1,1
1,8,15,1,1,970,2,2,1,331,3,9
1,17,34,2,1,2259,1,9,4,331,5,9
1,27,54,2,2,3669,4,6,2,331,9,9
2,66,131,1,2,8846,3,21,6,331,17,2
2,75,150,2,2,10199,3,24,3,331,19,4
1,15,29,1,1,1944,1,3,3,332,2,15
1,22,43,1,1,2926,1,5,8,332,6,8
1,25,50,2,2,3342,4,3,9,332,7,13
1,27,53,1,1,3545,4,6,2,332,8,6
1,40,80,2,1,5415,4,9,5,332,9,9
2,59,117,1,2,7929,5,5,9,332,14,1
2,62,124,2,2,8327,5,19,2,332,15,1
2,66,132,2,1,8950,3,21,6,332,17,4
2,81,161,1,1,10912,3,27,3,332,21,20
1,24,47,1,1,3191,3,5,8,333,5,7
1,27,53,1,2,3604,4,6,2,333,6,19
1,41,81,1,1,5449,4,3,9,333,10,25
2,45,89,1,1,6036,2,5,9,333,11,20
2,53,106,2,1,7157,6,14,6,333,13,6
2,56,111,1,1,7494,6,16,6,333,14,19
2,61,121,1,1,8224,3,18,6,333,15,9
2,65,129,1,1,8755,3,19,2,333,16,6
2,67,134,2,2,9060,3,21,6,333,17,11
2,71,142,2,1,9640,3,22,3,333,18,6
2,82,164,2,1,11132,3,27,3,333,20,1
2,83,165,1,1,11214,3,20,2,333,21,12
1,5,10,2,2,668,1,1,3,335,3,5
1,8,15,1,1,1001,2,2,1,335,4,7
1,10,19,1,2,1241,1,2,3,335,5,6
1,15,30,2,1,2020,1,3,3,335,7,7
1,25,50,2,2,3400,4,3,9,335,8,8
1,27,53,1,1,3560,4,6,2,335,9,8
1,41,81,1,2,5489,4,3,9,335,11,15
2,46,91,1,1,6132,2,5,9,335,13,10
2,55,109,1,1,7401,6,15,5,335,15,20
2,64,127,1,1,8601,3,19,2,335,16,13
2,70,140,2,1,9484,3,22,3,335,17,2
2,78,156,2,2,10587,2,26,2,335,19,4
2,79,158,2,2,10694,2,26,2,335,20,6
1,1,1,1,2,11,1,1,1,336,1,14
1,18,36,2,2,2438,2,4,6,336,5,6
1,22,43,1,1,2881,1,5,8,336,7,14
1,25,49,1,1,3336,4,3,9,336,8,10
1,40,80,2,1,5390,4,9,5,336,11,12
2,60,119,1,1,8076,5,18,6,336,13,10
2,65,129,1,1,8764,3,19,2,336,14,9
2,66,131,1,1,8859,3,21,6,336,15,12
1,36,71,1,2,20085,4,8,8,336,30,6
1,8,16,2,1,1050,2,2,1,337,1,1
1,22,44,2,2,2938,1,5,8,337,5,6
2,43,86,2,1,5841,4,10,2,337,11,5
2,49,98,2,2,6638,6,12,6,337,14,3
2,57,114,2,1,7752,6,7,12,337,17,11
1,13,26,2,2,1748,2,3,5,338,5,11
1,38,76,2,1,5043,4,8,8,338,11,5
2,45,89,1,1,6043,2,5,9,338,12,5
2,72,143,1,1,9694,3,23,8,338,17,9
1,25,50,2,1,3369,4,3,9,339,9,16
1,31,61,1,2,4139,4,3,9,339,11,4
1,3,6,2,2,365,1,1,1,340,1,9
1,4,8,2,1,491,1,20,2,340,2,1
1,5,9,1,1,597,1,1,3,340,3,8
1,9,17,1,2,1159,1,2,3,340,4,6
1,10,20,2,2,1310,1,2,3,340,5,7
1,26,51,1,1,3446,5,6,2,340,10,14
2,48,95,1,2,6457,6,10,9,340,12,28
2,55,109,1,1,7399,6,15,5,340,15,25
2,56,112,2,1,7611,6,16,6,340,16,15
2,78,155,1,1,10496,2,26,2,340,19,9
2,84,168,2,1,11377,3,20,2,340,21,5
1,2,3,1,1,183,1,1,1,341,1,8
1,5,9,1,2,546,1,1,3,341,2,9
1,17,34,2,1,2311,1,9,4,341,4,15
1,33,65,1,1,4406,4,7,10,341,9,7
2,46,92,2,2,6205,2,5,9,341,13,15
2,63,125,1,1,8484,2,19,2,341,15,11
2,71,141,1,1,9580,3,22,3,341,18,2
1,33,65,1,1,4421,4,7,10,342,7,4
1,42,84,2,1,5679,4,20,2,342,10,9
2,69,137,1,2,9276,3,14,13,342,18,7
1,25,50,2,1,3360,4,3,9,343,6,9
1,33,66,2,1,4463,4,7,10,343,9,2
1,41,81,1,2,5505,4,3,9,343,11,7
2,55,110,2,1,7407,6,15,5,343,13,8
2,61,121,1,1,8226,3,18,6,343,16,6
1,10,20,2,2,1332,1,2,3,344,1,4
1,18,35,1,2,2371,2,4,6,344,3,26
1,20,40,2,2,2697,1,9,7,344,4,2
1,33,65,1,1,4353,4,7,10,344,7,13
1,34,67,1,1,4489,4,7,10,344,8,15
1,38,75,1,1,5084,4,8,8,344,10,20
2,50,99,1,1,6690,6,12,6,344,12,10
2,62,124,2,2,8420,5,19,2,344,15,5
2,67,133,1,2,9001,3,21,6,344,17,20
1,4,7,1,1,469,1,20,2,345,2,6
1,6,12,2,1,803,1,1,3,345,3,2
1,20,39,1,1,2600,1,9,7,345,6,3
1,33,65,1,1,4375,4,7,10,345,9,2
2,62,123,1,1,8321,5,19,2,345,18,5
2,63,126,2,1,8526,2,19,2,345,19,3
1,8,16,2,1,1034,2,2,1,347,2,6
1,14,27,1,1,1781,1,3,3,347,3,13
1,17,34,2,2,2293,1,9,4,347,4,6
1,21,42,2,1,2745,1,9,7,347,5,3
1,26,52,2,2,3503,5,6,2,347,8,9
1,29,58,2,1,3922,1,3,9,347,9,1
2,70,140,2,2,9519,3,22,3,347,18,2
1,9,17,1,2,1133,1,2,3,348,3,7
1,17,34,2,2,2274,1,9,4,348,6,8
1,40,80,2,1,5433,4,9,5,348,10,20
2,53,105,1,2,7122,6,14,6,348,13,14
2,62,123,1,1,8330,5,19,2,348,15,2
2,64,127,1,1,8590,3,19,2,348,17,18
2,80,160,2,1,10876,2,27,3,348,19,3
2,82,163,1,1,11062,3,27,3,348,20,5
1,9,17,1,2,1096,1,2,3,349,2,9
1,10,20,2,2,1336,1,2,3,349,3,7
1,19,37,1,2,2506,2,4,6,349,4,17
1,24,47,1,1,3197,3,5,8,349,5,10
1,25,49,1,1,3286,4,3,9,349,6,10
1,35,69,1,1,4630,4,7,10,349,7,11
1,37,74,2,1,4973,4,8,8,349,8,13
1,38,75,1,1,5107,4,8,8,349,9,10
1,40,79,1,1,5312,4,9,5,349,10,20
1,41,81,1,2,5456,4,3,9,349,11,14
2,50,100,2,2,6746,6,12,6,349,12,13
2,73,146,2,2,9885,3,23,8,349,16,1
2,75,149,1,1,10113,3,24,3,349,17,8
2,81,162,2,2,10966,3,27,3,349,19,3
2,82,164,2,1,11097,3,27,3,349,20,1
2,83,166,2,1,11264,3,20,2,349,21,3
1,1,1,1,2,66,1,1,1,350,1,3
1,12,23,1,2,1570,1,3,5,350,5,6
1,14,28,2,1,1846,1,3,3,350,6,2
1,31,61,1,2,4124,4,3,9,350,10,9
1,35,70,2,1,4743,4,7,10,350,11,9
2,68,135,1,2,9152,3,22,5,350,19,5
1,4,7,1,1,473,1,20,2,351,2,4
1,14,28,2,2,1856,1,3,3,351,6,17
1,19,38,2,1,2553,2,4,6,351,7,4
1,38,76,2,2,5153,4,8,8,351,9,8
1,39,78,2,2,5251,4,8,11,351,10,15
1,42,84,2,2,5624,4,20,2,351,11,4
1,4,8,2,1,503,1,20,2,352,1,2
1,37,74,2,2,5022,4,8,8,352,7,7
1,42,83,1,2,5607,4,20,2,352,10,5
2,43,85,1,1,5724,4,10,2,352,11,19
2,57,114,2,1,7750,6,7,12,352,13,4
2,66,131,1,2,8867,3,21,6,352,15,10
2,80,159,1,1,10787,2,27,3,352,20,2
1,1,1,1,1,4,1,1,1,353,1,4
1,8,15,1,1,964,2,2,1,353,3,12
1,11,21,1,2,1424,2,9,4,353,4,3
1,24,47,1,2,3130,3,5,8,353,7,3
1,29,57,1,2,3884,1,3,9,353,8,4
2,43,85,1,1,5787,4,10,2,353,11,6
2,57,113,1,1,7642,6,7,12,353,18,8
1,6,11,1,2,689,1,1,3,354,2,7
1,10,20,2,1,1303,1,2,3,354,3,2
1,13,25,1,2,1703,2,3,5,354,4,20
1,19,38,2,1,2559,2,4,6,354,6,1
1,24,48,2,1,3247,3,5,8,354,7,5
1,33,66,2,1,4457,4,7,10,354,8,5
1,35,69,1,2,4639,4,7,10,354,9,14
2,45,90,2,1,6113,2,5,9,354,11,16
2,48,96,2,1,6480,6,10,9,354,13,7
2,55,109,1,2,7349,6,15,5,354,14,14
2,57,113,1,1,7636,6,7,12,354,15,4
2,65,129,1,2,8711,3,19,2,354,16,9
2,82,163,1,1,11073,3,27,3,354,20,4
2,83,165,1,2,11217,3,20,2,354,21,14
1,3,6,2,2,367,1,1,1,356,1,5
1,9,18,2,1,1120,1,2,3,356,3,13
1,13,25,1,1,1660,2,3,5,356,4,11
1,14,27,1,1,1817,1,3,3,356,5,14
1,19,37,1,1,2492,2,4,6,356,6,18
1,29,57,1,1,3818,1,3,9,356,7,4
1,31,62,2,2,4163,4,3,9,356,8,8
1,32,63,1,1,4239,2,7,10,356,9,4
2,44,87,1,1,5913,4,10,2,356,12,22
2,49,97,1,2,6557,6,12,6,356,14,15
1,5,10,2,1,674,1,1,3,357,1,5
1,7,13,1,2,889,1,2,1,357,2,21
1,8,16,2,1,1041,2,2,1,357,3,7
1,9,17,1,1,1163,1,2,3,357,4,18
1,13,26,2,1,1708,2,3,5,357,5,10
1,31,61,1,1,4149,4,3,9,357,8,8
1,33,66,2,2,4480,4,7,10,357,9,8
1,42,83,1,1,5636,4,20,2,357,11,13
2,44,87,1,2,5879,4,10,2,357,12,39
2,65,130,2,1,8839,3,19,2,357,16,5
2,68,135,1,2,9158,3,22,5,357,17,25
2,69,138,2,1,9352,3,14,13,357,18,4
